課綱,跨部,跨系,已選,停修與否,語音代碼,課程代碼,科目代號,課程名稱,課程英文名稱,課程類別,開課班級,必選修,性質,學分,授課教師,時間1,教室1,時間2,教室2,時間3,教室3,備註,權責單位,開課人數,實際修課人數,開課鐘點數,教師授課鐘點數,選課登記人數,授課語言,系代碼,選課餘額
◎,,,V,,6356020,CD560T,CD560,設計個案專題二,Studies of Design Projects(II),一般,商設碩二,選修,半,3,張道本,6-567.,,,,,,,商設系,15,19,0,0,1,國語,6300B,0
◎,,,V,,6356020,CD560T,CD560,設計個案專題二,Studies of Design Projects(II),一般,商設碩二,選修,半,3,黃文宗,6-567.,,,,,,,商設系,15,19,0,0,1,國語,6300B,0
◎,,,V,,6356020,CD560T,CD560,設計個案專題二,Studies of Design Projects(II),一般,商設碩二,選修,半,3,邱永中,6-567.,,,,,,,商設系,15,19,0,0,1,國語,6300B,0
◎,V,,,,6356120,CD561T,CD561,數位行銷企劃研究,Digital Marketing Planning Research,一般,商設碩二,選修,半,3,陳宜棻,3-567.,商設309,,,,,,商設系,10,9,3,3,8,國語,6300B,1
◎,V,,,,6358520,CD585T,CD585,經典產品設計賞析,Appreciation of Design Masterpieces,一般,商設碩二,選修,半,3,郭介誠,2-567.,陸華205,,,,,,商設系,10,4,3,3,4,國語,6300B,6
,,,,,6313846,CD138t,ZA138,論文,Thesis,一般,商設碩專二,必修,全,0,,,,,,,,,商設系,18,11,0,0,0,國語,6300B,4
◎,,,V,,6356046,CD560t,CD560,設計個案專題二,Studies of Design Projects(II),一般,商設碩專二,選修,半,3,郭介誠,6-567.,,,,,,,商設系,15,5,0,0,0,國語,6300B,10
◎,,,V,,6356046,CD560t,CD560,設計個案專題二,Studies of Design Projects(II),一般,商設碩專二,選修,半,3,陳靜宜,6-567.,,,,,,,商設系,15,5,0,0,0,國語,6300B,10
◎,,,V,,6356046,CD560t,CD560,設計個案專題二,Studies of Design Projects(II),一般,商設碩專二,選修,半,3,張道本,6-567.,,,,,,,商設系,15,5,0,0,0,國語,6300B,10
◎,,,V,,6356046,CD560t,CD560,設計個案專題二,Studies of Design Projects(II),一般,商設碩專二,選修,半,3,邱永中,6-567.,,,,,,,商設系,15,5,0,0,0,國語,6300B,10
◎,,,V,,6356046,CD560t,CD560,設計個案專題二,Studies of Design Projects(II),一般,商設碩專二,選修,半,3,黃文宗,6-567.,,,,,,,商設系,15,5,0,0,0,國語,6300B,10
◎,,,,,6301804,CD018D,CD018,媒體傳達設計二C,Media and Communication Design(II C),一般,商設商業設計組二,必修,半,2,邱永中,2-78.,商設208,,,,,,商設系,30,18,2,2,4,國語,6300B,2
◎,,,,,6302104,CD021D,CD021,廣告創意與策略二A,Design Creativity & Advertising Strategy(II A),一般,商設商業設計組二,必修,半,2,黃儀婷,1-56.,商設208,,,,,列入李奧貝納廣告就業學程,商設系,40,31,2,2,13,國語,6300B,0
◎,,,,,6302204,CD022D,CD022,廣告創意與策略二B,Design Creativity & Advertising Strategy(II B),一般,商設商業設計組二,必修,半,2,黃儀婷,3-78.,商設208,,,,,列入李奧貝納廣告就業學程,商設系,40,33,2,2,17,國語,6300B,0
◎,,,,,6302604,CD026D,CD026,動態影像與後製,Motion Graphics and Post-production,一般,商設商業設計組二,選修,半,2,許子凡,2-CDE.,教學709,,,,,,商設系,30,25,3,1,35,國語,6300B,5
◎,,,,,6302604,CD026D,CD026,動態影像與後製,Motion Graphics and Post-production,一般,商設商業設計組二,選修,半,2,胡辰忠,2-CDE.,教學709,,,,,,商設系,30,25,3,2,35,國語,6300B,5
◎,,,,,6302804,CD028D,CD028,三維動畫設計,3D Computer Animation,一般,商設商業設計組二,選修,半,2,白乃遠,2-DEF.,教學708,,,,,程式設計課程,商設系,30,9,3,3,16,國語,6300B,21
◎,,,,,6310404,CD104D,CD016,設計繪畫四C,Design Drawing(IV C),一般,商設商業設計組二,必修,半,2,李奕興,3-CDE.,商設309,,,,,,商設系,30,16,3,3,13,國語,6300B,0
◎,V,,,,6313604,CD136D,CD136,西洋當代美術史二,Western Contemporary Art History(II),一般,商設商業設計組二,選修,半,2,魏竹君,4-34.,商設309,,,,,文化資產學程,商設系,35,30,2,2,59,國語,6300B,0
◎,,,,,6314704,CD147D,CD147,立體構成(一),Three-Dimensional Constructive Art,一般,商設商業設計組二,選修,半,1,黃文宗,,,,,,,「基礎設計四A」深化加廣課程,商設系,30,21,1,1,4,國語,6300B,0
◎,V,,,,6315304,CD153D,CD153,媒體傳達設計二A,Media and Communication Design(II A),一般,商設商業設計組二,必修,半,2,邱永中,1-34.,商設208,,,,,,商設系,30,18,2,2,2,國語,6300B,2
◎,V,,,,6315404,CD154D,CD154,媒體傳達設計二B,Media and Communication Design(II B),一般,商設商業設計組二,必修,半,2,邱永中,2-56.,商設208,,,,,,商設系,30,25,2,2,3,國語,6300B,0
◎,,,,,6315604,CD156D,CD156,網頁設計二,Webpage Design(II),一般,商設商業設計組二,選修,半,2,李小蕙,1-34B.,教學709,,,,,程式設計課程,商設系,40,29,3,3,46,國語,6300B,6
◎,,,,,6319704,CD197D,CD197,進階影片製作,Advanced Film Production,一般,商設商業設計組二,選修,半,2,林信志,4-8CD.,商設309,,,,,需修過影片製作課程,商設系,30,14,3,3,21,國語,6300B,1
◎,,,,,6320704,CD207D,CD207,基礎設計四A,Design Principals(IV A),一般,商設商業設計組二,必修,半,2,黃文宗,5-B56.,商設301,,,,,上、下學期換組修課,商設系,30,17,3,3,4,國語,6300B,0
,,,,,6320804,CD208D,CD208,基礎設計四B,Design Principals(IV B),一般,商設商業設計組二,必修,半,2,紀健龍,5-B56.,商設309,,,,,上、下學期換組修課,商設系,30,17,3,3,4,國語,6300B,0
◎,,,,,6322304,CD223D,CD223,設計繪畫四A,Design Drawing(IV A),一般,商設商業設計組二,必修,半,2,朱嘉樺,2-567.,商設309,,,,,,商設系,30,15,3,3,1,國語,6300B,0
◎,,,,,6322404,CD224D,CD224,設計繪畫四B,Design Drawing(IV B),一般,商設商業設計組二,必修,半,2,朱嘉樺,4-567.,商設309,,,,,,商設系,30,17,3,3,0,國語,6300B,0
,,,,,6322804,CD228D,CD228,中國美術史二,Chinese Art History(II),一般,商設商業設計組二,選修,半,2,,1-78.,商設104,,,,,列入文化資產學程、文化創意產業學程,商設系,30,29,2,0,48,國語,6300B,1
◎,V,,,,6326104,CD261D,CD261,數位音樂實務(二),Digital Music Production(II),一般,商設商業設計組二,選修,半,2,黃凱宇,5-CD.,商設208,,,,,,商設系,40,3,2,2,6,國語,6300B,27
◎,,,,,6329504,CD295D,CD295,基礎設計四C,Design Principals(IV C),一般,商設商業設計組二,必修,半,2,楊世哲,5-B56.,教學708,,,,,上、下學期換組修課,商設系,30,16,3,3,1,國語,6300B,0
◎,V,,,,6335604,CD356D,CD356,文案設計,The copy workshop,一般,商設商業設計組二,選修,半,2,王之芸,1-78.,商設208,,,,,,商設系,40,40,2,2,82,國語,6300B,0
◎,,,,,6343704,CD437D,CD437,影片製作,Film Production Product,一般,商設商業設計組二,選修,半,2,林信志,4-EFG.,商設309,,,,,,商設系,30,14,3,3,20,國語,6300B,16
,,,,,6345404,CD454D,GE454,設計倫理,Design Ethics,一般,商設商業設計組二,選修,半,2,,1-EF.,,,,,,此為虛擬碼，不開放線上選課，逕洽系助理,商設系,60,62,0,0,2,國語,6300B,0
◎,V,,,,6346104,CD461D,CD461,商業攝影實務二,Advanced Photography(2),一般,商設商業設計組二,選修,半,2,李尚謙,3-EFG.,商設104,,,,,需修畢「商業攝影實務一」課程,商設系,15,8,3,3,13,國語,6300B,0
◎,,,,,6358404,CD584D,CD584,古文物收藏與鑑賞,Antique Collect and Appreciation,一般,商設商業設計組二,選修,半,2,瓦歷斯‧拉拜,4-78.,商設208,,,,,,商設系,30,15,2,2,40,國語,6300B,0
◎,,,,,6363404,CD634D,CD634,消費心理(A),Consumer Psychology(A),一般,商設商業設計組二,必修,半,2,黃儀婷,2-34.,商設208,,,,,李奧貝納廣告就業學程,商設系,40,28,2,2,34,國語,6300B,0
◎,,,,,6363504,CD635D,CD635,消費心理(B),Consumer Psychology(B),一般,商設商業設計組二,必修,半,2,黃儀婷,4-34.,商設208,,,,,李奧貝納廣告就業學程,商設系,40,26,2,2,28,國語,6300B,0
◎,,,,,6366004,CD660D,CD660,HTML5動畫設計,HTML5 Animation Design,一般,商設商業設計組二,選修,半,2,白乃遠,4-CDE.,教學708,,,,,程式設計課程,商設系,30,30,3,3,59,國語,6300B,0
◎,,,,,6366104,CD661D,CD661,台灣傳藝設計實務,Taiwan Traditional Arts Design and Practice,一般,商設商業設計組二,選修,半,2,李奕興,3-56.,商設301,,,,,,商設系,30,30,2,2,52,國語,6300B,0
◎,,,,,6366204,CD662D,CD662,原型設計與測試,Designing and testing prototype,一般,商設商業設計組二,選修,半,1,張道本,,,,,,,微型課,商設系,30,0,1,1,25,國語,6300B,0
◎,,,V,,6321604,CD216D,SP216,認知心理學,Cognitive Psychology,一般,商設產品設計組二,必修,半,2,葉理豪,5-56.,產設104,,,,,,商設系,35,36,2,2,21,國語,6300B,0
,,,,,6345405,CD454E,GE454,設計倫理,Design Ethics,一般,商設產品設計組二,選修,半,2,,1-EF.,,,,,,此為虛擬碼，不開放線上選課，逕洽系助理,商設系,40,33,0,0,0,國語,6300B,0
,,,,,6362004,CD620D,CD620,作品集製作,Designing Product Design Portfolio,一般,商設產品設計組二,必修,半,2,,4-56.,產設104,,,,,,商設系,35,36,2,0,3,國語,6300B,0
◎,,,,,6364704,CD647D,CD647,產品設計(二A),Product Design(2A),一般,商設產品設計組二,必修,半,3,施昌甫,2-5678.,產設102,,,,,,商設系,20,18,4,4,0,國語,6300B,0
◎,,,,,6364804,CD648D,CD648,產品設計(二B),Product Design(2B),一般,商設產品設計組二,必修,半,3,劉崇智,2-5678.,產設104,,,,,,商設系,20,18,4,4,0,國語,6300B,0
◎,,,,,6365104,CD651D,CD651,電腦輔助產品設計(二A),Computer-aided Product Design (2A),一般,商設產品設計組二,選修,半,3,陳為平,5-DEFG.,教學708,,,,,搭配核心課程,商設系,20,15,4,4,0,國語,6300B,0
,,,,,6365204,CD652D,CD652,電腦輔助產品設計(二B),Computer-aided Product Design (2B),一般,商設產品設計組二,選修,半,3,陳佳宏,3-CDEF.,教學708,,,,,搭配核心課程,商設系,20,19,4,4,1,國語,6300B,0
◎,,,,,6365504,CD655D,CD655,表演藝術賞析與體驗(二),Appreciation and Implementation of Performing Arts(2),一般,商設產品設計組二,選修,半,2,蔡雨衡,1-56.,產設104,,,,,,商設系,35,10,2,2,16,國語,6300B,20
,,,,,6365704,CD657D,CD657,產品色彩計畫,"Color, Material & Finishing of Product Design",一般,商設產品設計組二,選修,半,2,,3-78.,陸華205,,,,,,商設系,34,30,2,0,35,國語,6300B,0
◎,,,,,6365904,CD659D,CD659,設計方法,Design Methodology,一般,商設產品設計組二,選修,半,2,王得煒,4-34.,產設104,,,,,,商設系,35,30,2,2,38,國語,6300B,0
◎,,,,,6300707,CD007G,CD007,插畫與繪本創作二,Illustration & Picture Book Creation II,一般,商設三,選修,半,2,施政廷,4-78.,商設301,,,,,,商設系,30,28,2,2,27,國語,6300B,2
◎,,,,,6301107,CD011G,CD011,商業包裝設計實務,Commercial Packaging Design Practice,一般,商設三,選修,半,2,黃國洲,5-234.,商設301,,,,,,商設系,30,30,3,3,37,國語,6300B,0
◎,,,,,6315607,CD156G,CD156,網頁設計二,Webpage Design(II),一般,商設三,選修,半,2,李小蕙,1-678.,教學709,,,,,程式設計課程,商設系,40,35,3,3,47,國語,6300B,0
◎,,,,,6323407,CD234G,CD234,美學二,Aesthetics(2),一般,商設三,選修,半,2,李蕙蓁,1-56.,商設104,,,,,,商設系,35,19,2,2,26,國語,6300B,16
◎,,,,,6326007,CD260G,CD260,數位媒體創作(二),Digital Media Creative Workshop(II),一般,商設三,選修,半,2,蔡歐寶,1-EF.,教學709,,,,,,商設系,40,5,2,2,7,國語,6300B,35
◎,,,V,,6327607,CD276G,ID276,設計專題,Special Topics on Interior Design,一般,商設三,選修,半,1,張道本,4-F.,商設208,,,,,「畢業製作專題」必選先修課程,商設系,80,74,1,0,5,國語,6300B,0
◎,,,V,,6327607,CD276G,ID276,設計專題,Special Topics on Interior Design,一般,商設三,選修,半,1,白乃遠,4-F.,商設208,,,,,「畢業製作專題」必選先修課程,商設系,80,74,1,1,5,國語,6300B,0
◎,,,,,6330707,CD307G,DI307,新媒體藝術創作,New Media Art Creation,一般,商設三,選修,半,2,瓦歷斯‧拉拜,2-34.,教學708,,,,,"本課程需自備筆電,硬碟",商設系,25,8,2,2,16,國語,6300B,17
◎,,,,,6336907,CD369G,CD369,商品設計,Product Design,一般,商設三,選修,半,2,郭介誠,4-34.,陸華205,,,,,,商設系,30,7,2,2,24,國語,6300B,23
◎,,,,,6340807,CD408G,CD408,編輯設計,Editorial Design,一般,商設三,選修,半,2,紀健龍,5-78C.,商設104,,,,,列入文化創意產業學程,商設系,25,25,3,3,47,國語,6300B,0
◎,,,,,6341907,CD419G,CD419,印前設計,Prepress Design,一般,商設三,選修,半,2,劉耀仁,2-34.,懷恩207,,,,,,商設系,36,30,2,2,92,國語,6300B,0
◎,,,,,6342007,CD420G,CD420,數位出版,Digital Publishing,一般,商設三,選修,半,2,王彥又,2-567.,教學708,,,,,,商設系,45,40,3,3,52,國語,6300B,0
◎,,,,,6345307,CD453G,CD453,視覺傳達設計二,Visual Communication Design(2),一般,商設三,選修,半,2,林媛媛,4-56.,設計104,,,,,,商設系,30,6,2,2,18,國語,6300B,24
◎,,,,,6357807,CD578G,CD578,設計實習(A),Design Internship(A),一般,商設三,必修,半,2,張振明,5-56.,商設208,,,,,,商設系,40,32,0,2,5,國語,6300B,0
◎,,,,,6357907,CD579G,CD579,設計實習(B),Design Internship(B),一般,商設三,必修,半,2,黃文宗,4-CD.,商設208,,,,,,商設系,40,37,1,2,9,國語,6300B,0
◎,,,,,6358007,CD580G,CD580,設計創業與商業模式,Design-driven Entrepreneurship and Business Model,一般,商設三,選修,半,2,黃哲盛,3-56.,商設104,,,,,全英語授課,商設系,30,30,2,2,61,英語,6300B,0
◎,,,,,6362907,CD629G,CD629,整合行銷與設計二A,Integrated Marketing & Design(IIA),一般,商設三,必修,半,2,侯君緯,2-CDE.,設計104,,,,,,商設系,30,21,6,2,1,國語,6300B,0
◎,,,,,6362907,CD629G,CD629,整合行銷與設計二A,Integrated Marketing & Design(IIA),一般,商設三,必修,半,2,張道本,2-CDE.,設計104,,,,,,商設系,30,21,6,2,1,國語,6300B,0
◎,,,,,6362907,CD629G,CD629,整合行銷與設計二A,Integrated Marketing & Design(IIA),一般,商設三,必修,半,2,邱永中,2-CDE.,設計104,,,,,,商設系,30,21,6,2,1,國語,6300B,0
◎,,,,,6363007,CD630G,CD630,整合行銷與設計二B,Integrated Marketing & Design(IIB),一般,商設三,必修,半,2,黃文宗,2-CDE.,商設208,,,,,,商設系,30,27,3,3,1,國語,6300B,0
◎,,,,,6363107,CD631G,CD631,整合行銷與設計二C,Integrated Marketing & Design(IIC),一般,商設三,必修,半,2,黃哲盛,2-CDE.,商設301,,,,,,商設系,30,27,3,3,2,國語,6300B,0
◎,,,,,6363207,CD632G,CD632,環境資訊設計,Signage Design,一般,商設三,選修,半,2,曾姿嘉,4-34.,商設104,,,,,文化創意產業學程-PBL,商設系,30,30,2,2,49,國語,6300B,0
◎,,,,,6364207,CD642G,CD642,設計產業生態圈,Ecosystem of Design Industry,一般,商設三,選修,半,2,黃哲盛,4-78.,商設104,,,,,,商設系,30,29,2,2,37,國語,6300B,1
◎,,,,,6341212,CD412L,CD412,畢業製作專題二A,Graduate Project (2A),一般,商設四,必修,半,3,黃儀婷,4-B56.,商設208,,,,,修習畢製前需完成基礎設計、設計繪畫、字法,商設系,15,15,3,3,0,國語,6300B,0
◎,,,,,6341312,CD413L,CD413,畢業製作專題二B,Graduate Project (2B),一般,商設四,必修,半,3,黃文宗,4-B56.,望樓310,,,,,修習畢製前需完成基礎設計、設計繪畫、字法,商設系,15,18,3,3,0,國語,6300B,0
◎,V,V,,,6341812,CD418L,CD418,設計與智財權,Design and Intellectual Property Rights,一般,商設四,選修,半,2,陳錦全,2-56.,懷恩201,,,,,,商設系,60,31,2,2,32,國語,6300B,29
◎,,,,,6346412,CD464L,CD464,畢業製作專題二C,Graduate Project (2C),一般,商設四,必修,半,3,陳靜宜,4-B56.,,,,,,修習畢製前需完成基礎設計、設計繪畫、字法,商設系,15,13,3,3,0,國語,6300B,0
◎,,,,,6347512,CD475L,CD475,畢業製作專題二D,Graduate Project (2D),一般,商設四,必修,半,3,張振明,4-B56.,,,,,,修習畢製前需完成基礎設計、設計繪畫、字法,商設系,15,17,3,3,0,國語,6300B,0
◎,,,,,6347712,CD477L,CD477,畢業製作專題二E,Graduate Project (2E),一般,商設四,必修,半,3,楊世哲,4-B56.,,,,,,修習畢製前需完成基礎設計、設計繪畫、字法,商設系,15,16,3,3,0,國語,6300B,0
◎,,V,,,6505901,LA059A,ZA612,英語聽講(二),English Listening and Speaking in Lab (II),英聽,景觀一,必修,半,1,周孟穎,3-12.,全人302,,,,,須繳語言實習費600元,語言中心,57,53,0,2,2,英語,6500B,0
◎,,,V,,6510201,LA102A,LA102,景觀設計(二),Landscape Architecture Design(II),一般,景觀一,必修,半,3,張華蓀,1-1234.,信樓110,1-5678.,信樓110,,,"全英語授課,景觀系系館上課；含課外研習",景觀系,80,69,42,4.5,18,英語,6500B,11
◎,,,V,,6510201,LA102A,LA102,景觀設計(二),Landscape Architecture Design(II),一般,景觀一,必修,半,3,侯志仁,1-1234.,信樓110,1-5678.,信樓110,,,"全英語授課,景觀系系館上課；含課外研習",景觀系,80,69,42,1.7,18,英語,6500B,11
◎,,,V,,6510201,LA102A,LA102,景觀設計(二),Landscape Architecture Design(II),一般,景觀一,必修,半,3,陳信甫,1-1234.,信LaBar,1-5678.,信LaBar,,,"全英語授課,景觀系系館上課；含課外研習",景觀系,80,69,42,5.5,18,英語,6500B,11
◎,,,V,,6510201,LA102A,LA102,景觀設計(二),Landscape Architecture Design(II),一般,景觀一,必修,半,3,連振佑,1-1234.,信樓111,1-5678.,信樓111,,,"全英語授課,景觀系系館上課；含課外研習",景觀系,80,69,42,4.5,18,英語,6500B,11
◎,,,V,,6510201,LA102A,LA102,景觀設計(二),Landscape Architecture Design(II),一般,景觀一,必修,半,3,張瀞今,1-1234.,設計104,1-5678.,設計104,,,"全英語授課,景觀系系館上課；含課外研習",景觀系,80,69,42,5.5,18,英語,6500B,11
◎,,,V,,6510201,LA102A,LA102,景觀設計(二),Landscape Architecture Design(II),一般,景觀一,必修,半,3,陳懿欣,1-1234.,信樓213,1-5678.,信樓213,,,"全英語授課,景觀系系館上課；含課外研習",景觀系,80,69,42,3,18,英語,6500B,11
◎,,,V,,6510201,LA102A,LA102,景觀設計(二),Landscape Architecture Design(II),一般,景觀一,必修,半,3,林碧雲,1-1234.,信樓213,1-5678.,信樓213,,,"全英語授課,景觀系系館上課；含課外研習",景觀系,80,69,42,1.8,18,英語,6500B,11
◎,,,V,,6510201,LA102A,LA102,景觀設計(二),Landscape Architecture Design(II),一般,景觀一,必修,半,3,蘇雅玲,1-1234.,設計104,1-5678.,設計104,,,"全英語授課,景觀系系館上課；含課外研習",景觀系,80,69,42,5.5,18,英語,6500B,11
◎,,,V,,6510201,LA102A,LA102,景觀設計(二),Landscape Architecture Design(II),一般,景觀一,必修,半,3,朱百鏡,1-1234.,信樓112,1-5678.,信樓112,,,"全英語授課,景觀系系館上課；含課外研習",景觀系,80,69,42,4.5,18,英語,6500B,11
